RTY,1.3422651736104076
TPX,1.0137291067059158
HFRXAR,1.7850977886785795
SPVXSTR,0.7307609224787541
SPGTIND,2.7524477885582797
GECU10YR,0.8607543607508816
STCGUSRE,1.2832148905477305
MXEU,1.3184559145064387
GUKG10,0.8765882081282533
MXUSMC,1.6604864301507842
IBOXIG,2.137529790177325
NDEUCHF,4.034290090681515
Cycle,
MXASJ,4.535122131275874
SPGSCI,1.3955052785136441
MXEF,3.3054036777070506
TRVCI,2.5432019726244137
CY00,2.3863766147045693
SPX,1.6747983679390646
IADMGOLD,1.6231698696847567
SPBDU1ST,1.6868907593032372
BNDGLB,2.1339341253104602
IDCOTCTR,1.9204098503763132
DWCF,1.6849583380874604
AD09X,2.2250276351646114
ASX,1.2698204721275421
LBUSTRUU,2.3660161152458903
SPLPEQTY,1.1909228157778597
SREITGL,1.3017552993714392
