RTY,0.88693693873
TPX,0.0680046703248
HFRXAR,0.181938191612
SPVXSTR,0.701478310974
SPGTIND,0.304282760703
GECU10YR,-0.348005794111
STCGUSRE,-0.165967087687
MXEU,0.426947879499
GUKG10,-0.300325049636
MXUSMC,0.327875544142
IBOXIG,0.428685005346
NDEUCHF,0.393555470595
Cycle,
MXASJ,0.389991519494
SPGSCI,0.494068610139
MXEF,0.581643518062
TRVCI,0.183250660688
CY00,0.312639088485
SPX,0.061280688717
IADMGOLD,-0.171335783562
SPBDU1ST,0.712861258644
BNDGLB,-0.337723376825
IDCOTCTR,-0.382311863634
DWCF,0.111627132251
AD09X,0.192716828838
ASX,-0.307790447387
LBUSTRUU,-0.322022943192
SPLPEQTY,0.164090174287
SREITGL,0.476011765301
