RTY,0.6400304906321272
TPX,0.6837724884341799
HFRXAR,0.12262374462838671
SPVXSTR,4.098568238717454
SPGTIND,0.5375434630214595
GECU10YR,3.7741892495616574
STCGUSRE,0.7022290003346912
MXEU,0.48126946318987773
GUKG10,3.7983129566397587
MXUSMC,0.5099986410606545
IBOXIG,0.14855146318935225
NDEUCHF,0.8316348616182033
Cycle,0.0
MXASJ,0.690159852825886
SPGSCI,0.852472825959702
MXEF,0.7683058329755914
TRVCI,0.6747047694402295
CY00,0.11214937993576016
SPX,0.4425790442913597
IADMGOLD,0.7560598542403093
SPBDU1ST,0.21586194627854724
BNDGLB,0.11531129374620444
IDCOTCTR,0.1272614337074181
DWCF,0.4549552125942862
AD09X,0.6507673890269566
ASX,0.49439836214324934
LBUSTRUU,0.0811418413929066
SPLPEQTY,0.8283683163157702
SREITGL,0.6127141191291177
