,2,3,1,4,5
RTY,0.440151837946,1.6588269391,-0.0845862152442,0.320000143867,0.57151500169
TPX,0.0657320121088,0.732688629671,0.632843002079,2.30613104278,0.978194334974
HFRXAR,0.866036477216,,1.65957745344,1.32772351685,1.10463579932
SPVXSTR,-0.0703319676701,0.000720363393433,1.03769232335,-0.431615361397,0.733206782749
SPGTIND,-0.370639995503,,2.10151906501,0.81603465729,1.69742767448
GECU10YR,1.10660449726,0.866666626439,1.2566820209,1.71276708912,1.34410434517
STCGUSRE,-0.0998075456665,1.05023063322,0.188652480101,0.170418609807,0.703794022089
MXEU,0.0382971032582,1.09365415874,1.24961452708,0.33885560189,2.00553017029
GUKG10,1.8527483567,-0.22643869146,0.786746314637,0.602238801586,1.27573620664
MXUSMC,0.992129019837,1.22933362749,0.494232490261,0.826857458957,0.924067746486
IBOXIG,1.39942013293,-1.36079061031,-0.00440911086831,1.7740318001,1.20680102921
NDEUCHF,0.673073128298,,0.641985750224,0.61995834098,1.65989806394
Cycle,,,,,
MXASJ,0.801695858932,0.372015150287,0.489706654658,1.63311986078,1.37619039133
SPGSCI,1.20793502408,1.0053840598,0.143376889052,0.490635057654,1.03613655165
MXEF,0.298117054317,1.63592685242,0.775245047413,1.70062355221,1.58159544418
TRVCI,0.580974010064,-1.52102998931,1.23140267158,0.446545083169,1.49187573747
CY00,1.08957496251,-0.725739942473,1.66566872865,1.60193735918,1.22802128189
SPX,0.45690239875,0.939642553823,0.139259767138,0.19703982298,0.882568675148
IADMGOLD,0.228160425288,-0.580540395556,0.691672109024,2.03691640927,0.785704057317
SPBDU1ST,-0.219783865753,0.861697091315,0.222084152855,1.51200101956,1.50260109816
BNDGLB,-0.0995888664828,0.65565455126,-0.85880966272,1.16160883617,1.14877736746
IDCOTCTR,1.51430975062,0.924208498881,1.79773828041,1.05256103562,1.67186534869
DWCF,0.273400574859,1.70640373335,0.224612171837,0.109809481144,0.80675535731
AD09X,0.685762152059,-0.787344345803,1.54441908496,1.55643841717,1.78554761539
ASX,0.398530224259,2.28646046504,0.29103148057,0.773708748175,1.10865884133
LBUSTRUU,1.82961811654,0.224009808685,1.43593745055,1.91306173293,1.13055760836
SPLPEQTY,-0.150235604683,0.708646215409,-0.923548033936,0.542975745487,1.43522467559
SREITGL,0.138044583209,1.06429130945,1.31673126216,1.05621479084,0.969017327058
