Date,DWCF,AD09X,MXEF,LBUSTRUU,BNDGLB,STCGUSRE,SREITGL,SPGTIND,SPGSCI,HFRXAR,SPLPEQTY,TRVCI,IADMGOLD,SPVXSTR,SPX,MXUSMC,RTY,ASX,MXEU,TPX,MXASJ,NDEUCHF,IDCOTCTR,CY00,IBOXIG,U0A0,SPBDU1ST,GUKG10,GECU10YR
01/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2006,13667.52,423.04,803.67,1268.65,252.06,285.86,189.27,2114.51,434.761,1076.24,165.83,978.59,291.03,59527.33,1365.62,866.8,762.647,3153.2,123.04,1628,398.71,204.919,67.3854,158.796,145.58,338.15,141.651,4.648,3.832
14/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2006,13717.75,426.02,808.57,1270.64,252.53,287.15,190.06,2126.94,444.4366,1078.36,167.74,978.29,293.45,58141.19,1369.05,873.9,769.484,3158.76,123.29,1646.05,401.11,206.035,67.4745,159.067,145.76,338.27,141.894,4.645,3.83
17/10/2006,13660.21,423.27,803.1,1271.69,252.94,286.2,189.26,2125.01,440.2057,1077.07,166.58,965.24,291.67,58914.88,1364.05,868.27,764.908,3124.38,122.03,1637.95,399.53,206.676,67.5247,159.213,145.95,338.507,141.726,4.63,3.8
18/10/2006,13671.4,425.17,806.01,1272.62,252.9,287.57,190.26,2136.35,434.0706,1078.89,168.06,964.14,290.19,58643.58,1365.96,867.23,763.413,3147.93,123.15,1638.74,399.13,207.739,67.5687,159.38,146.12,338.66,141.712,4.646,3.817
19/10/2006,13690.51,427.74,807.48,1271.65,253.07,286.88,190.06,2147.98,439.8393,1079.92,168.99,968.42,294.87,58317.63,1366.96,867.93,767.392,3149.97,123.11,1635.77,398.52,207.962,67.5107,159.245,145.97,338.541,141.418,4.662,3.841
20/10/2006,13685.56,429.39,807.13,1271.99,253.11,286.66,190.38,2158.52,435.2704,1078.43,169.22,972.72,289.65,57239.39,1368.6,864.21,762.128,3150.54,123.48,1644.15,400.65,210.001,67.5239,159.309,145.99,338.612,141.44,4.69,3.839
21/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2006,13760.2,429.63,804.16,1270.07,252.43,288.18,190.94,2159.61,432.3502,1079.89,169.7,982.13,285.53,55881.8,1377.02,868.28,763.475,3155.12,123.88,1659.39,399.32,208.851,67.4019,158.995,145.65,338.252,141.02,4.702,3.877
24/10/2006,13766.06,429.79,807.24,1270.26,252.46,286.9,190.6,2162.57,435.8881,1080.83,170.17,970.89,287.21,54963.73,1377.38,870.94,762.427,3164.23,123.94,1662.53,400.95,209.971,67.4164,159.063,145.72,338.338,141.208,4.705,3.875
25/10/2006,13820.65,432.12,811.65,1273.27,253.15,288.37,191.21,2175.46,447.0071,1081.57,169.97,977.24,291.94,53624.97,1382.22,873.73,767.151,3178.74,124.34,1653.38,401.94,211.034,67.5868,159.497,146.28,338.669,142,4.701,3.884
26/10/2006,13907.16,434.96,816.6,1276.9,254.16,291.05,192.66,2178.48,441.2802,1082.28,171.62,987.93,292.48,52446.24,1389.08,881.14,776.028,3168.27,124.18,1664.59,404.88,213.342,67.7915,160.068,146.63,339.475,142.508,4.664,3.858
27/10/2006,13784.36,435.5,814.83,1279.63,255.12,288.82,191.73,2180.03,441.8558,1081.41,170.37,971.84,298.31,52709.32,1377.34,872.67,765.836,3152.86,123.86,1650.73,405.15,210.619,67.9586,160.5,147.27,340.145,142.958,4.594,3.809
28/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2006,13795.85,433.02,806.16,1280.28,255.35,290.84,192.39,2178.35,428.4274,1081.72,170.57,977.4,296.25,52911.74,1377.93,874.35,770.363,3136.47,123.46,1620.65,403.4,210.722,67.9929,160.635,147.35,340.347,142.729,4.563,3.793
31/10/2006,13791.73,434.61,814.44,1284.35,256.32,291.29,193.32,2186.7,429.2243,1082.04,171.42,978.95,301.18,52537.22,1377.94,874.01,766.845,3140.47,123.41,1617.42,404.6,213.111,68.2333,161.286,147.94,341.318,143.561,4.511,3.741
01/11/2006,13673.22,436.04,822.12,1287.19,256.91,288.7,192.31,2192.19,429.5622,1080.7,171.56,963.26,303.79,53686.16,1367.81,865.47,752.146,3150.77,123.8,1622.51,407.4,215.21,68.4051,161.742,148.3467,341.846,144.013,4.507,3.706
02/11/2006,13663.75,434.77,821.25,1285.63,256.53,283.47,190.18,2185.62,428.2354,1080.38,171.16,965.66,308.92,54041.6,1367.34,864.74,750.133,3150.07,123.32,1619.02,410.58,218.041,68.2992,161.456,148.0436,341.576,143.61,4.552,3.74
03/11/2006,13648.88,433.98,826.91,1279.04,255.12,280.08,188.59,2180.72,434.0435,1080.27,170.69,963.54,307.93,53675.62,1364.3,863.18,752.731,3149.37,123.74,,412.25,218.107,67.8983,160.489,147.0594,340.452,142.728,4.585,3.773
04/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2006,13807.14,437.13,831.61,1280.21,255.09,282.57,189.73,2190.84,437.1021,1081.99,172.4,979.91,308.53,51870.81,1379.78,873.02,763.083,3186.85,125.1,1616.71,411.82,221.076,67.9547,160.669,147.2006,340.562,143.148,4.606,3.792
07/11/2006,13835.35,441.51,838.02,1283.33,256.15,279.54,189.24,2210.34,436.3274,1081.21,173.79,988.38,308.38,52050.16,1382.84,874.88,764.392,3197.81,125.67,1616.68,415.34,220.972,68.1235,161.16,147.7404,341.187,143.578,4.547,3.739
08/11/2006,13876.54,438.87,835.99,1285.1,256.2,280.16,188.98,2219.34,442.2845,1082.13,173.37,992.07,304.83,51111.6,1385.72,877.68,769.838,3196.47,125.57,1597.5,414.07,219.639,68.2265,161.451,147.9743,341.387,143.976,4.569,3.758
09/11/2006,13799.64,438.44,842.1,1285.42,256.35,280.53,188.82,2229.35,452.5191,1081.32,172.82,984.65,312.22,51250.14,1378.33,874.36,762.061,3194.79,125.34,1589.06,417.62,224.042,68.2283,161.473,148.0787,341.466,144.029,4.541,3.741
10/11/2006,13835.02,439.77,842.7,1287.73,257.17,282,189.71,2242.01,444.1614,1081.5,174.07,991.07,310,51665.48,1380.9,878.34,769.153,3187.29,125.18,1581.37,418.5,223.694,68.3632,161.868,148.4445,341.883,,4.52,3.714
11/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2006,13870.77,437.79,840.78,1287,256.74,282.21,189.49,2239.54,441.7837,1081.53,173.61,1003.6,307.49,51473.87,1384.42,881.21,772.409,3184.18,125.39,1568.76,418.24,225.421,68.3229,161.823,148.3399,341.853,143.867,4.561,3.738
14/11/2006,13971.84,439.07,847.9,1289.42,257.15,286.11,191.39,2239.69,441.1145,1082.95,175.1,1018.78,307.38,50380.24,1393.22,888.37,785.06,3181.87,125.07,1596.42,421.05,226.903,68.4608,162.174,148.779,342.338,144.078,4.533,3.712
15/11/2006,14020.1,440.39,848.24,1286.89,256.62,285.9,191.41,2242.36,445.2829,1085.15,175.46,1019.78,309.46,49957.36,1396.57,892.78,791.961,3204.09,125.8,1592,422.76,230.66,68.2839,161.731,148.4152,342.088,143.576,4.557,3.74
