RTY,0.04970921940198818
TPX,0.04216137031970904
HFRXAR,0.006303120660230928
SPVXSTR,0.1464074174707303
SPGTIND,0.03214028816684537
GECU10YR,0.16470643667670243
STCGUSRE,0.05277424684754263
MXEU,0.033211908705703536
GUKG10,0.18762004874810906
MXUSMC,0.03820658986527204
IBOXIG,0.011681510669401422
NDEUCHF,0.06066906779460096
Cycle,
MXASJ,0.04172639159611215
SPGSCI,0.05223353292124389
MXEF,0.04472291934201442
TRVCI,0.04945754131007966
CY00,0.009351596513670183
SPX,0.03308121822491254
IADMGOLD,0.04050763819724379
SPBDU1ST,0.01609909907628359
BNDGLB,0.008278452169872703
IDCOTCTR,0.00733919804664326
DWCF,0.035049201004729094
AD09X,0.03595923403403069
ASX,0.03140841552883916
LBUSTRUU,0.0056683394234432125
SPLPEQTY,0.05704457598822816
SREITGL,0.040014595245089955
