DWCF,0.009264025094036916
AD09X,0.008815063565416104
MXEF,0.01031528065804916
LBUSTRUU,0.0018403706470338484
BNDGLB,0.001937121346021574
STCGUSRE,0.013811613297491521
SREITGL,0.00984449965137954
SPGTIND,0.008033230048850589
SPGSCI,0.011237248056181016
HFRXAR,0.0012363440488699464
SPLPEQTY,0.011356687871843445
TRVCI,0.012107050200424178
IADMGOLD,0.00854960098158969
SPVXSTR,0.028962627947888682
SPX,0.009031294555942449
MXUSMC,0.010474642166157486
RTY,0.012093948977807465
ASX,0.008720799655798516
MXEU,0.009638330806458553
TPX,0.011280271708581964
MXASJ,0.010284205016931211
NDEUCHF,0.01365139055097511
IDCOTCTR,0.0021685402000153112
CY00,0.0023151971762248864
IBOXIG,0.0024627426660585746
U0A0,0.0012947359270521538
SPBDU1ST,0.003618311657067109
GUKG10,0.04076673635001837
GECU10YR,0.03530895627125419
