DWCF,0.009452722028439359
AD09X,0.008929269618313695
MXEF,0.010555956579961296
LBUSTRUU,0.0015668746769495947
BNDGLB,0.0017584776686605011
STCGUSRE,0.013722151680904553
SREITGL,0.009915861647417631
SPGTIND,0.0081588811223567
SPGSCI,0.01083077853766629
HFRXAR,0.001250694653303423
SPLPEQTY,0.01179170579529927
TRVCI,0.011820739818643983
IADMGOLD,0.008548984117737829
SPVXSTR,0.024822993227854875
SPX,0.009295138781300474
MXUSMC,0.010356860342426007
RTY,0.011260109281353119
ASX,0.008458792637868416
MXEU,0.00912384788029206
TPX,0.010976374411101605
MXASJ,0.010882293695436106
NDEUCHF,0.013971167665945052
IDCOTCTR,0.001857609673377508
CY00,0.0019965694576572377
IBOXIG,0.002599305530483733
U0A0,0.001497667773221534
SPBDU1ST,0.003209454279950197
GUKG10,0.03388739212954023
GECU10YR,0.030937018100584662
